id,occupancy_date,week_no,organization_name,shelter_name,shelter_city,facility_name,sector,occupancy,capacity
18538,23/06/2017,25,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,80,89
18539,23/06/2017,25,City of Toronto,Women's Residence,Toronto,Womens' Res - 63 Bellwoods Ave.,Women,9,10
18540,23/06/2017,25,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,12,23
18541,23/06/2017,25,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,102,103
18542,23/06/2017,25,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,2,2
18543,23/06/2017,25,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,92,94
18544,23/06/2017,25,Covenant House Toronto,Covenant House,Toronto,Covenant House-21 McGill Street,Youth,23,28
18545,23/06/2017,25,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,9,9
18546,23/06/2017,25,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,72,74
18547,23/06/2017,25,Dixon Hall,Dixon Hall - Schoolhouse,Toronto,Dixon Hall-School House,Men,40,40
18548,23/06/2017,25,Eva's Initiatives,Eva's Phoenix,Toronto,Eva's Phoenix,Youth,50,50
18549,23/06/2017,25,Eva's Initiatives,Eva's Place,North York,Eva's Place,Youth,39,40
18550,23/06/2017,25,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,31,32
18551,23/06/2017,25,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,1,1
18552,23/06/2017,25,Fife House Foundation,Fife House Transitional Program,Toronto,Fife House - Denison Program,Co-ed,5,5
18553,23/06/2017,25,Fife House Foundation,Fife House Transitional Program,Toronto,Fife-Sherbourne Transitional Pgm,Co-ed,11,11
18554,23/06/2017,25,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor 389 Church Street,Women,23,23
18555,23/06/2017,25,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor T2H 386 Dundas St. E,Women,37,37
18556,23/06/2017,25,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,4,4
18557,23/06/2017,25,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,42,42
18558,23/06/2017,25,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,10,10
18559,23/06/2017,25,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,60,60
18560,23/06/2017,25,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Barrett House,Men,5,5
18561,23/06/2017,25,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,68,70
18562,23/06/2017,25,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,24,25
18563,23/06/2017,25,Homes First Society,HFS - Kennedy Shelter,Toronto,HFS - 702 Kennedy Shelter,Women,59,60
18564,23/06/2017,25,Homes First Society,HFS - Savard's Womens' Shelter,Toronto,HFS - Savard's Womens' Shelter,Women,27,30
18565,23/06/2017,25,Homes First Society,HFS - Scarborough Shelter,Scarborough,HFS - Scarborough Shelter,Co-ed,66,67
18567,23/06/2017,25,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,2,5
18568,23/06/2017,25,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,82,83
18569,23/06/2017,25,Horizon for Youth,Horizons for Youth,Toronto,Horizons for Youth,Youth,43,45
18570,23/06/2017,25,Kennedy House Youth Services,Kennedy House Youth shelter,Toronto,Kennedy House Youth Shelter,Youth,33,33
18571,23/06/2017,25,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Na-Me-Res 14 Vaughan Road,Men,69,71
18572,23/06/2017,25,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Sagatay 26 Vaughan Road,Men,19,20
18573,23/06/2017,25,Native Child & Family Services Toronto,Eagles Nest Transition House,Toronto,Eagle's Nest Transistion House,Youth,11,12
18574,23/06/2017,25,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
18575,23/06/2017,25,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
18576,23/06/2017,25,Society of St.Vincent De Paul,SVDP - Amelie House,Toronto,SVDP - Amelie House,Women,20,20
18577,23/06/2017,25,Society of St.Vincent De Paul,SVDP - Elisa House,Toronto,SVDP - Elisa House,Women,40,40
18578,23/06/2017,25,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,6,6
18579,23/06/2017,25,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,38,38
18580,23/06/2017,25,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Toronto,SVDP - St. Clare's Residence,Women,30,30
18581,23/06/2017,25,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,5,5
18582,23/06/2017,25,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,57,57
18583,23/06/2017,25,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,46,46
18584,23/06/2017,25,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,4,4
18585,23/06/2017,25,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House,Families,93,76
18587,23/06/2017,25,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House(Singles),Co-ed,81,81
18588,23/06/2017,25,The MUC Shelter Corporation,Sojourn House - Queens Drive,Toronto,Sojourn House - Queens Drive,Men,10,11
18589,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,8,9
18590,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,90,90
18591,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,3,4
18592,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,58,60
18593,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,12,12
18594,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,108,108
18595,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
18596,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
18597,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,45,45
18598,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,17,18
18599,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,267,270
18600,23/06/2017,25,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,10,10
18601,23/06/2017,25,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,19,19
18602,23/06/2017,25,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,53,53
18603,23/06/2017,25,Toronto Community Hostel,Toronto Community Hostel,Toronto,Tor. Comm. Hostel 191 Spadina Rd,Families,24,24
18604,23/06/2017,25,Turning Point Youth Services,Turning Point Youth Services,Toronto,Turning Point Youth Services,Youth,35,35
18605,23/06/2017,25,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,54,75
18606,23/06/2017,25,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,4,10
18607,23/06/2017,25,Woodgreen Red Door Family Shelter,Red Door Queen Street,Toronto,Red Door - 1430 Gerrad St E,Families,85,100
18608,23/06/2017,25,YMCA of Greater Toronto,YMCA House,Toronto,Yhouse - Vanauley,Youth,39,40
18609,23/06/2017,25,YMCA of Greater Toronto,YMCA Sprott House,Toronto,YMCA Sprott House Walmer Rd,Youth,25,25
18610,23/06/2017,25,YWCA Toronto,YWCA - Beatrice House,Toronto,YWCA - Beatrice House,Families,0,0
18612,23/06/2017,25,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Av. E.-Women,Women,28,28
18613,23/06/2017,25,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Ave. E.-Youth,Youth,28,28
18614,23/06/2017,25,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shelter Emerg Shelter,Youth,33,33
18615,23/06/2017,25,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shltr Transitional Res,Youth,20,20
18566,24/06/2017,25,City of Toronto,Robertson House,Toronto,Robertson House,Families,101,90
18611,24/06/2017,25,City of Toronto,S2H Assessment and Referral Ctre,Toronto,COTA,Men,2,2
18616,24/06/2017,25,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Quality Suite (Singles),Co-ed,33,40
18617,24/06/2017,25,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Quality Suites (Fam),Families,186,171
18618,24/06/2017,25,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Radisson Hotel,Families,132,200
18619,24/06/2017,25,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Reception Centre,Co-ed,16,16
18620,24/06/2017,25,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,15,17
18621,24/06/2017,25,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,63,63
18622,24/06/2017,25,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington South Hostel,Men,30,30
18623,24/06/2017,25,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Toronto,Christie Refugee Welcome Centre,Families,72,76
18624,24/06/2017,25,City of Toronto,Birchmount Residence,Toronto,Birchmount Res 1673 Kingston Rd,Men,60,60
18625,24/06/2017,25,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence,Families,160,160
18626,24/06/2017,25,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,74,74
18627,24/06/2017,25,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Fam),Families,165,205
18628,24/06/2017,25,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Men's),Men,24,36
18629,24/06/2017,25,City of Toronto,Downsview Dells,Toronto,Downsview Dells 1651 Sheppard W,Men,27,28
18630,24/06/2017,25,City of Toronto,Family Residence,Toronto,Family Residence - AL site,Families,0,0
18631,24/06/2017,25,City of Toronto,Family Residence,Toronto,Family Residence - CoEd Building,Co-ed,6,40
18632,24/06/2017,25,City of Toronto,Family Residence,Toronto,Family Residence - GA Site,Families,0,0
18633,24/06/2017,25,City of Toronto,Family Residence,Toronto,Family Residence - ID Site,Families,0,0
18634,24/06/2017,25,City of Toronto,Family Residence,Toronto,Family Residence - LI Site,Families,199,252
18635,24/06/2017,25,City of Toronto,Family Residence,Toronto,Family Residence - MA Site,Families,51,48
18636,24/06/2017,25,City of Toronto,Family Residence,Toronto,Family Residence - Main Building,Families,137,110
18637,24/06/2017,25,City of Toronto,Family Residence,Toronto,Family Residence - Roycroft Site,Families,46,50
18638,24/06/2017,25,City of Toronto,Family Residence,Toronto,Family Residence - TO,Families,80,20
18639,24/06/2017,25,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,1,21
18640,24/06/2017,25,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,73,74
18641,24/06/2017,25,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,24,24
18642,24/06/2017,25,City of Toronto,S2H Assessment and Referral Ctre,Toronto,S2H Assessment and Referral Ctre,Co-ed,36,40
18643,24/06/2017,25,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,28,28
18644,24/06/2017,25,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,27,27
18645,24/06/2017,25,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,65,71
18646,24/06/2017,25,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,226,240
18647,24/06/2017,25,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,40,52
18648,24/06/2017,25,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,81,89
18649,24/06/2017,25,City of Toronto,Women's Residence,Toronto,Womens' Res - 63 Bellwoods Ave.,Women,9,10
18650,24/06/2017,25,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,12,23
18651,24/06/2017,25,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,97,103
18652,24/06/2017,25,Cornerstone Place,Cornerstone Place,Toronto,Cornerstone 616 Vaughan Rd.,Men,50,50
18653,24/06/2017,25,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,2,2
18654,24/06/2017,25,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,93,94
18655,24/06/2017,25,Covenant House Toronto,Covenant House,Toronto,Covenant House-21 McGill Street,Youth,23,28
18656,24/06/2017,25,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,9,9
18657,24/06/2017,25,Dixon Hall,Dixon Hall - Schoolhouse,Toronto,Dixon Hall-School House,Men,40,40
18658,24/06/2017,25,Eva's Initiatives,Eva's Phoenix,Toronto,Eva's Phoenix,Youth,50,50
18659,24/06/2017,25,Eva's Initiatives,Eva's Place,North York,Eva's Place,Youth,37,40
18660,24/06/2017,25,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,32,32
18661,24/06/2017,25,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,1,1
18662,24/06/2017,25,Fife House Foundation,Fife House Transitional Program,Toronto,Fife House - Denison Program,Co-ed,5,5
18663,24/06/2017,25,Fife House Foundation,Fife House Transitional Program,Toronto,Fife-Sherbourne Transitional Pgm,Co-ed,11,11
18664,24/06/2017,25,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor 389 Church Street,Women,23,23
18665,24/06/2017,25,Fred Victor Centre,FV Women's Transition to Housing,Toronto,Fred Victor T2H 386 Dundas St. E,Women,37,37
18666,24/06/2017,25,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,4,4
18667,24/06/2017,25,Fred Victor Centre,Fred Victor Women's Hostel,Toronto,FV Women's Hostel 86 Lombard,Women,42,42
18668,24/06/2017,25,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,10,10
18669,24/06/2017,25,Fred Victor Centre,"Fred Victor, BUS",Toronto,Fred Victor BUS - 1161 Caledonia,Co-ed,60,60
18670,24/06/2017,25,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Barrett House,Men,5,5
18671,24/06/2017,25,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,70,70
18672,24/06/2017,25,Good Shepherd Ministries,Good Shepherd Centre,Toronto,Good Shepherd Centre,Men,24,25
18673,24/06/2017,25,Homes First Society,HFS - Kennedy Shelter,Toronto,HFS - 702 Kennedy Shelter,Women,58,60
18674,24/06/2017,25,Homes First Society,HFS - Savard's Womens' Shelter,Toronto,HFS - Savard's Womens' Shelter,Women,29,30
18675,24/06/2017,25,Homes First Society,HFS - Scarborough Shelter,Scarborough,HFS - Scarborough Shelter,Co-ed,67,67
18676,24/06/2017,25,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,57,57
18677,24/06/2017,25,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,2,5
18678,24/06/2017,25,Homes First Society,HFS - Strachan House,Toronto,HFS - Strachan House,Co-ed,82,83
18679,24/06/2017,25,Horizon for Youth,Horizons for Youth,Toronto,Horizons for Youth,Youth,45,45
18680,24/06/2017,25,Kennedy House Youth Services,Kennedy House Youth shelter,Toronto,Kennedy House Youth Shelter,Youth,33,33
18681,24/06/2017,25,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Na-Me-Res 14 Vaughan Road,Men,67,71
18682,24/06/2017,25,Na-Me-Res (Native Men's Residence),Na-Me-Res,Toronto,Sagatay 26 Vaughan Road,Men,19,20
18683,24/06/2017,25,Native Child & Family Services Toronto,Eagles Nest Transition House,Toronto,Eagle's Nest Transistion House,Youth,11,12
18684,24/06/2017,25,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
18685,24/06/2017,25,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,Scarborough,Second Base Youth Shelter,Youth,0,0
18686,24/06/2017,25,Society of St.Vincent De Paul,SVDP - Amelie House,Toronto,SVDP - Amelie House,Women,20,20
18687,24/06/2017,25,Society of St.Vincent De Paul,SVDP - Elisa House,Toronto,SVDP - Elisa House,Women,40,40
18688,24/06/2017,25,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,6,6
18689,24/06/2017,25,Society of St.Vincent De Paul,SVDP - Mary's Home,Toronto,SVDP - Mary's Home,Women,38,38
18690,24/06/2017,25,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Toronto,SVDP - St. Clare's Residence,Women,30,30
18691,24/06/2017,25,St. Simon's Shelter Inc.,St. Simon's Shelter,Toronto,St.Simon's 525 Bloor Street East,Men,5,5
18692,24/06/2017,25,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,46,46
18693,24/06/2017,25,Street Haven At The Crossroads,Street Haven,Toronto,Street Haven - 87 Pembroke St,Women,4,4
18694,24/06/2017,25,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House,Families,93,76
18695,24/06/2017,25,The MUC Shelter Corporation,Sojourn House,Toronto,Sojourn House(Singles),Co-ed,81,81
18696,24/06/2017,25,The MUC Shelter Corporation,Sojourn House - Queens Drive,Toronto,Sojourn House - Queens Drive,Men,10,11
18697,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,9,9
18698,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Evangeline Res,Toronto,S.A. Evangeline Residence,Women,90,90
18699,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,4,4
18700,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Florence Booth,Toronto,Florence Booth - 723 Queen St. W,Women,60,60
18701,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,12,12
18702,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Gateway,Toronto,S.A. Gateway - 107 Jarvis Street,Men,108,108
18703,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
18704,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Hope,Toronto,S.A. Hope - 167 College St,Men,0,0
18705,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,45,45
18706,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,18,18
18707,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,270,270
18708,24/06/2017,25,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Toronto,S.A. Maxwell Meighen Centre,Men,10,10
18709,24/06/2017,25,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,19,19
18710,24/06/2017,25,The Scott Mission Inc.,Scott Mission Men's Ministry,Toronto,Scott Mission - 502 Spadina Ave,Men,53,53
18711,24/06/2017,25,Toronto Community Hostel,Toronto Community Hostel,Toronto,Tor. Comm. Hostel 191 Spadina Rd,Families,24,24
18712,24/06/2017,25,Turning Point Youth Services,Turning Point Youth Services,Toronto,Turning Point Youth Services,Youth,35,35
18713,24/06/2017,25,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,75,75
18714,24/06/2017,25,University Settlement,Univ Settlement House - OOTC,Toronto,U. Settlement OOTC-23 Grange Rd,Co-ed,10,10
18715,24/06/2017,25,Woodgreen Red Door Family Shelter,Red Door Queen Street,Toronto,Red Door - 1430 Gerrad St E,Families,86,100
18716,24/06/2017,25,YMCA of Greater Toronto,YMCA House,Toronto,Yhouse - Vanauley,Youth,40,40
18717,24/06/2017,25,YMCA of Greater Toronto,YMCA Sprott House,Toronto,YMCA Sprott House Walmer Rd,Youth,25,25
18718,24/06/2017,25,YWCA Toronto,YWCA - Beatrice House,Toronto,YWCA - Beatrice House,Families,0,0
18719,24/06/2017,25,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Av. E.-Women,Women,28,28
18720,24/06/2017,25,YWCA Toronto,YWCA - First Stop Woodlawn,Toronto,YWCA-80 Woodlawn Ave. E.-Youth,Youth,28,28
18721,24/06/2017,25,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shelter Emerg Shelter,Youth,32,33
18722,24/06/2017,25,Youth Without Shelter,Youth Without Shelter,Etobicoke,Youth w/o Shltr Transitional Res,Youth,20,20
15150,25/06/2017,26,Eva's Initiatives,Eva's Place,North York,Eva's Place,Youth,37,40
15880,25/06/2017,26,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,32,32
16412,25/06/2017,26,Cornerstone Place,Cornerstone Place,Toronto,Cornerstone 616 Vaughan Rd.,Men,50,50
18586,25/06/2017,26,City of Toronto,Downsview Dells,Toronto,Downsview Dells 1651 Sheppard W,Men,27,28
18723,25/06/2017,26,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Quality Suite (Singles),Co-ed,33,40
18724,25/06/2017,26,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Quality Suites (Fam),Families,186,171
18725,25/06/2017,26,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Radisson Hotel,Families,132,200
18726,25/06/2017,26,COSTI Immigrant Services,COSTI Reception Centre,Toronto,COSTI Reception Centre,Co-ed,16,16
18727,25/06/2017,26,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,14,17
18728,25/06/2017,26,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington Men's Hostel,Men,62,63
18729,25/06/2017,26,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,Toronto,Christie Ossington South Hostel,Men,30,30
18730,25/06/2017,26,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Toronto,Christie Refugee Welcome Centre,Families,67,76
18731,25/06/2017,26,City of Toronto,Birchmount Residence,Toronto,Birchmount Res 1673 Kingston Rd,Men,60,60
18732,25/06/2017,26,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence,Families,157,160
18733,25/06/2017,26,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Fam),Families,165,205
18734,25/06/2017,26,City of Toronto,Birkdale Residence,Toronto,Birkdale Residence Motel (Men's),Men,24,36
18735,25/06/2017,26,City of Toronto,Family Residence,Toronto,Family Residence - AL site,Families,0,0
18736,25/06/2017,26,City of Toronto,Family Residence,Toronto,Family Residence - CoEd Building,Co-ed,6,40
18737,25/06/2017,26,City of Toronto,Family Residence,Toronto,Family Residence - GA Site,Families,0,0
18738,25/06/2017,26,City of Toronto,Family Residence,Toronto,Family Residence - ID Site,Families,0,0
18739,25/06/2017,26,City of Toronto,Family Residence,Toronto,Family Residence - LI Site,Families,199,252
18740,25/06/2017,26,City of Toronto,Family Residence,Toronto,Family Residence - MA Site,Families,51,48
18741,25/06/2017,26,City of Toronto,Family Residence,Toronto,Family Residence - Main Building,Families,137,110
18742,25/06/2017,26,City of Toronto,Family Residence,Toronto,Family Residence - Roycroft Site,Families,46,50
18743,25/06/2017,26,City of Toronto,Family Residence,Toronto,Family Residence - TO,Families,80,20
18744,25/06/2017,26,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,0,21
18745,25/06/2017,26,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,73,74
18746,25/06/2017,26,City of Toronto,Fort York Residence,Toronto,Fort York Res 38 Bathurst St.,Men,24,24
18747,25/06/2017,26,City of Toronto,Robertson House,Toronto,Robertson House,Families,101,90
18748,25/06/2017,26,City of Toronto,S2H Assessment and Referral Ctre,Toronto,COTA,Men,2,2
18749,25/06/2017,26,City of Toronto,S2H Assessment and Referral Ctre,Toronto,S2H Assessment and Referral Ctre,Co-ed,36,40
18750,25/06/2017,26,Eva's Initiatives,Eva's Phoenix,Toronto,Eva's Phoenix,Youth,50,50
18751,25/06/2017,26,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,28,28
18752,25/06/2017,26,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,27,27
18753,25/06/2017,26,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,64,71
18754,25/06/2017,26,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,238,240
18755,25/06/2017,26,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,42,52
18756,25/06/2017,26,City of Toronto,Seaton House,Toronto,Seaton House - 339 George Street,Men,81,89
18757,25/06/2017,26,City of Toronto,Women's Residence,Toronto,Womens' Res - 63 Bellwoods Ave.,Women,9,10
18758,25/06/2017,26,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,11,23
18759,25/06/2017,26,City of Toronto,Women's Residence,Toronto,Womens' Res - 674 Dundas St. W,Women,103,103
18760,25/06/2017,26,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,2,2
18761,25/06/2017,26,Covenant House Toronto,Covenant House,Toronto,Covenant House-20 Gerrard St. E.,Youth,84,94
18762,25/06/2017,26,Covenant House Toronto,Covenant House,Toronto,Covenant House-21 McGill Street,Youth,23,28
18763,25/06/2017,26,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,9,9
18764,25/06/2017,26,Dixon Hall,Dixon Hall - Heyworth House,Toronto,Dixon Hall - Heyworth House,Co-ed,74,74
18765,25/06/2017,26,Dixon Hall,Dixon Hall - Schoolhouse,Toronto,Dixon Hall-School House,Men,40,40
18766,25/06/2017,26,Eva's Initiatives,Eva's Satellite,North York,Eva's Satellite,Youth,1,1
