id,occupancy_date,week_no,organization_name,shelter_name,shelter_address,shelter_city,shelter_province,shelter_postal_code,facility_name,program_name,sector,occupancy,capacity
16044,2017-05-31,22,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostels Extreme Weather Program,Men,35,42
16045,2017-05-31,22,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Long Term Program,Men,85,104
16046,2017-05-31,22,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 63 Bellwoods Ave.,Womens' Residence - Bellwoods House,Women,10,10
16047,2017-05-31,22,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Women's Residence Extreme Weather Program,Women,5,13
16048,2017-05-31,22,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Womens' Residence - Main Program,Women,101,103
16049,2017-05-31,22,Cornerstone Place,Cornerstone Place,616 Vaughan Road Toronto,Toronto,ON,M6C 1C2,Cornerstone 616 Vaughan Rd.,Cornerstone Place,Men,50,50
16050,2017-05-31,22,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-20 Gerrard St. E.,Covenant House -  Transitional Safe Beds for women,Youth,0,2
16051,2017-05-31,22,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-20 Gerrard St. E.,Covenant House Residence,Youth,91,94
16056,2017-05-31,22,Fred Victor Centre,Fred Victor Women's Hostel,86 Lombard St.,Toronto,ON,M5C 1M3,FV Women's Hostel 86 Lombard,Fred Victor Women's Hostel Program,Women,41,42
16057,2017-05-31,22,Fred Victor Centre,"Fred Victor, BUS",1161 Caledonia Road,Toronto,ON,M6A 2W9,Fred Victor BUS - 1161 Caledonia,Fred Victor - Bethlehem United Extreme Weather Program,Co-ed,10,10
16058,2017-05-31,22,Fred Victor Centre,"Fred Victor, BUS",1161 Caledonia Road,Toronto,ON,M6A 2W9,Fred Victor BUS - 1161 Caledonia,Fred Victor Bethlehem United Program,Co-ed,60,60
16059,2017-05-31,22,Good Shepherd Ministries,Good Shepherd Centre,412 Queen Street East,Toronto,ON,M5A 1T3,Barrett House,Barrett House,Men,5,5
16060,2017-05-31,22,Good Shepherd Ministries,Good Shepherd Centre,412 Queen Street East,Toronto,ON,M5A 1T3,Good Shepherd Centre,Good Shepherd - Emergency/Resettlement,Men,70,70
16061,2017-05-31,22,Good Shepherd Ministries,Good Shepherd Centre,412 Queen Street East,Toronto,ON,M5A 1T3,Good Shepherd Centre,Good Shepherd Centre - D.A.R.E.,Men,22,25
16062,2017-05-31,22,Homes First Society,HFS - Kennedy Shelter,702 Kennedy Rd,Toronto,ON,M1K 2B5,HFS - 702 Kennedy Shelter,Homes First Society- Kennedy Shelter Women's Program,Women,60,60
16063,2017-05-31,22,Homes First Society,HFS - Savard's Womens' Shelter,1322 Bloor Street West,Toronto,ON,M6H 1P2,HFS - Savard's Womens' Shelter,Homes First Society - Savard's Womens' Shelter,Women,29,30
16064,2017-05-31,22,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS - Scarborough Shelter,Homes First Society - Scarborough Shelter,Co-ed,65,67
16065,2017-05-31,22,Homes First Society,HFS - Strachan House,805A Wellington Street W,Toronto,ON,M5V 1G8,HFS - Strachan House,Homes First Society - Flex Program,Co-ed,2,5
16066,2017-05-31,22,Homes First Society,HFS - Strachan House,805A Wellington Street W,Toronto,ON,M5V 1G8,HFS - Strachan House,Homes First Society - Strachan House,Co-ed,81,83
16067,2017-05-31,22,Horizon for Youth,Horizons for Youth,422 Gilbert Avenue,Toronto,ON,M6E 4X3,Horizons for Youth,Horizons for Youth,Youth,38,45
16068,2017-05-31,22,Kennedy House Youth Services,Kennedy House Youth shelter,1076 Pape Avenue,Toronto,ON,M4K 3W5,Kennedy House Youth Shelter,Kennedy House Youth Shelter:  Bedded Program,Youth,33,33
16069,2017-05-31,22,Na-Me-Res (Native Men's Residence),Na-Me-Res,14 Vaughan Road,Toronto,ON,M6G 2N1,Na-Me-Res 14 Vaughan Road,Na-Me-Res (Native Men's Residence),Men,70,71
16070,2017-05-31,22,Na-Me-Res (Native Men's Residence),Na-Me-Res,14 Vaughan Road,Toronto,ON,M6G 2N1,Sagatay 26 Vaughan Road,Sagatay,Men,20,20
16071,2017-05-31,22,Native Child & Family Services Toronto,Eagles Nest Transition House,558 Bathurst Street,Toronto,ON,M5S 2P9,Eagle's Nest Transistion House,Native Child & Family Services Toronto,Youth,10,12
16072,2017-05-31,22,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,702 Kennedy Road,Scarborough,ON,M1K 2B5,Second Base Youth Shelter,[Closed]Second Base - Extreme Weather Program,Youth,0,0
16073,2017-05-31,22,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,702 Kennedy Road,Scarborough,ON,M1K 2B5,Second Base Youth Shelter,[Closed]Second Base Bedded Program,Youth,0,0
16074,2017-05-31,22,Society of St.Vincent De Paul,SVDP - Amelie House,126 Pape Avenue,Toronto,ON,M4M 2V8,SVDP - Amelie House,St.Vincent De Paul - Amelie House - Women's Shelter,Women,20,20
16075,2017-05-31,22,Society of St.Vincent De Paul,SVDP - Elisa House,60 Newcastle Street,Toronto,ON,M8Y 1A3,SVDP - Elisa House,St.Vincent De Paul - Elisa House,Women,40,40
16076,2017-05-31,22,Society of St.Vincent De Paul,SVDP - Mary's Home,70 Gerrard St. E.,Toronto,ON,M5B 1G6,SVDP - Mary's Home,SVDP - Mary's Home Extreme Weather Program,Women,6,6
16077,2017-05-31,22,Society of St.Vincent De Paul,SVDP - Mary's Home,70 Gerrard St. E.,Toronto,ON,M5B 1G6,SVDP - Mary's Home,St.Vincent De Paul - Mary's Home - Emergency Shelter,Women,38,38
16078,2017-05-31,22,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,3410 Bayview Avenue,Toronto,ON,M2M 3S3,SVDP - St. Clare's Residence,St.Vincent De Paul - St. Clare's Residence - Transitional Housing,Women,30,30
16079,2017-05-31,22,St. Simon's Shelter Inc.,St. Simon's Shelter,525 Bloor Street East,Toronto,ON,M4W 1J1,St.Simon's 525 Bloor Street East,St. Simon's Extreme Weather Program,Men,5,5
16080,2017-05-31,22,St. Simon's Shelter Inc.,St. Simon's Shelter,525 Bloor Street East,Toronto,ON,M4W 1J1,St.Simon's 525 Bloor Street East,St. Simon's Shelter,Men,57,57
16081,2017-05-31,22,Street Haven At The Crossroads,Street Haven,87 Pembroke St,Toronto,ON,M5A 2N9,Street Haven - 87 Pembroke St,Street Haven - Emergency Hostel,Women,46,46
16082,2017-05-31,22,Street Haven At The Crossroads,Street Haven,87 Pembroke St,Toronto,ON,M5A 2N9,Street Haven - 87 Pembroke St,Street Haven: Extreme Weather Program,Women,4,4
16083,2017-05-31,22,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House,Sojourn House Transitional Housing Program,Families,93,76
16084,2017-05-31,22,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House(Singles),Sojourn House Bedded Program,Co-ed,77,77
16086,2017-05-31,22,The MUC Shelter Corporation,Sojourn House - Queens Drive,265 Queens Drive,Toronto,ON,M6L 3C6,Sojourn House - Queens Drive,Sojourn House - Queens Drive,Men,23,23
16087,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline - Emergency Weather,Women,9,9
16088,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline Residence - Women's Ministry,Women,90,90
16090,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Florence Booth,723 Queen Street West,Toronto,ON,M6J1E6,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth Extreme Weather Program,Women,3,4
16091,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Florence Booth,723 Queen Street West,Toronto,ON,M6J1E6,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth Womens Ministry,Women,60,60
16092,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Gateway,107 Jarvis Street,Toronto,ON,M5C 2H4,S.A. Gateway - 107 Jarvis Street,Salvation Army - Gateway - Extreme Weather Beds,Men,12,12
16093,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Gateway,107 Jarvis Street,Toronto,ON,M5C 2H4,S.A. Gateway - 107 Jarvis Street,Salvation Army - Gateway - Men's Hostel,Men,107,108
16094,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Hope,167 College Street,Toronto,ON,M5T-1P7,S.A. Hope - 167 College St,S.A. Hope - Extreme Weather Program,Men,0,0
16095,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Hope,167 College Street,Toronto,ON,M5T-1P7,S.A. Hope - 167 College St,Salvation Army Hope - Main Shelter Beds,Men,0,0
16096,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,S.A. Maxwell Meighen Transition to Housing,Men,45,45
16097,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen - Extreme Weather Program,Men,17,18
16098,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen Emergency Bed Program,Men,266,270
16099,2017-05-31,22,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen Primary Support Unit,Men,10,10
16100,2017-05-31,22,The Scott Mission Inc.,Scott Mission Men's Ministry,502 Spadina Ave.,Toronto,ON,M5S 2H1,Scott Mission - 502 Spadina Ave,Scott Mission - Extreme Weather Program,Men,19,19
16101,2017-05-31,22,The Scott Mission Inc.,Scott Mission Men's Ministry,502 Spadina Ave.,Toronto,ON,M5S 2H1,Scott Mission - 502 Spadina Ave,Scott Mission - Men's Ministry Overnight Program,Men,53,53
16102,2017-05-31,22,Toronto Community Hostel,Toronto Community Hostel,191 Spadina Road,Toronto,ON,M5R 2T9,Tor. Comm. Hostel 191 Spadina Rd,TCH (program),Families,25,24
16103,2017-05-31,22,Turning Point Youth Services,Turning Point Youth Services,95 Wellesley St. E.,Toronto,ON,M4Y 2X9,Turning Point Youth Services,Turning Point Youth Services Shelter,Youth,35,35
16104,2017-05-31,22,University Settlement,Univ Settlement House - OOTC,23 Grange Road,Toronto,ON,M5T 1C3,U. Settlement OOTC-23 Grange Rd,University Settlement - Out of the Cold,Co-ed,0,75
16105,2017-05-31,22,University Settlement,Univ Settlement House - OOTC,23 Grange Road,Toronto,ON,M5T 1C3,U. Settlement OOTC-23 Grange Rd,University Settlement: Extreme Weather Program,Co-ed,0,10
16106,2017-05-31,22,Woodgreen Red Door Family Shelter,Red Door Queen Street,875 Queen St E,Toronto,ON,M4M 1J2,Red Door - 1430 Gerrad St E,Red Door - Family Shelter,Families,79,100
16107,2017-05-31,22,YMCA of Greater Toronto,YMCA House,485 Queen St West,Toronto,ON,M5V 2A9,Yhouse - Vanauley,YMCA House-Vanauley,Youth,40,40
16108,2017-05-31,22,YMCA of Greater Toronto,YMCA Sprott House,21 Walmer Rd.,Toronto,ON,M5R 2W7,YMCA Sprott House Walmer Rd,YMCA Sprott House Walmer rd.,Youth,25,25
16109,2017-05-31,22,YWCA Toronto,YWCA - Beatrice House,177 Caledonia Rd,Toronto,ON,M6E 4S8,YWCA - Beatrice House,YWCA.BeatriceHouse.Transitional Housing,Families,0,0
16110,2017-05-31,22,YWCA Toronto,YWCA - First Stop Woodlawn,80 Woodlawn Ave. East,Toronto,ON,M4T 1C1,YWCA-80 Woodlawn Av. E.-Women,YWCA - Adult Women Shelter,Women,27,28
16111,2017-05-31,22,YWCA Toronto,YWCA - First Stop Woodlawn,80 Woodlawn Ave. East,Toronto,ON,M4T 1C1,YWCA-80 Woodlawn Ave. E.-Youth,YWCA - Youth Shelter,Youth,27,28
16112,2017-05-31,22,Youth Without Shelter,Youth Without Shelter,6 Warrendale Court,Etobicoke,ON,M9V 1P9,Youth w/o Shelter Emerg Shelter,Youth without Shelter Emergency Shelter Program,Youth,32,33
16113,2017-05-31,22,Youth Without Shelter,Youth Without Shelter,6 Warrendale Court,Etobicoke,ON,M9V 1P9,Youth w/o Shltr Transitional Res,Youth without Shelter Stay In School Program,Youth,20,20
522,2017-06-01,22,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Reception Centre,COSTI Reception Ctr CITY Program,Co-ed,16,16
523,2017-06-01,22,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,973 Lansdowne Avenue,Toronto,ON,M6H 3Z5,Christie Ossington Men's Hostel,Christie Ossington Extreme Weather Program,Men,14,17
524,2017-06-01,22,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,973 Lansdowne Avenue,Toronto,ON,M6H 3Z5,Christie Ossington Men's Hostel,Christie Ossington Men's Hostel,Men,63,63
525,2017-06-01,22,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,43 Christie Street,Toronto,ON,M6G 3B1,Christie Refugee Welcome Centre,Christie Refugee Welcome Ctr - Settlement and Support,Families,67,70
526,2017-06-01,22,City of Toronto,Birchmount Residence,1673 Kingston Road,Toronto,ON,,Birchmount Res 1673 Kingston Rd,Birchmount Residence,Men,60,60
527,2017-06-01,22,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence,Birkdale Residence - Bedded Program,Families,163,160
528,2017-06-01,22,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence Motel (Fam),Birkdale Residence  - Toronto Plaza Hotel Program,Families,119,150
529,2017-06-01,22,City of Toronto,Downsview Dells,1651 Sheppard Ave West,Toronto,ON,,Downsview Dells 1651 Sheppard W,Downsview Dells Bedded Program,Men,23,28
530,2017-06-01,22,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - AL site,Family Residence - AL Site (Internal Referral Only),Families,6,0
531,2017-06-01,22,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - CoEd Building,Family Residence - Co-Ed,Co-ed,14,40
532,2017-06-01,22,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - GA Site,Family Residence - GA Site (Internal Referral Only),Families,0,0
533,2017-06-01,22,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - ID Site,Family Residence - ID Site (Internal Referral Only),Families,0,0
534,2017-06-01,22,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - LI Site,Family Residence - LI Site (Internal Referral Only),Families,186,252
535,2017-06-01,22,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - MA Site,Family Residence - MA Site (Internal Referral Only),Families,25,48
536,2017-06-01,22,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Main Building,Family Residence - Main,Families,146,110
537,2017-06-01,22,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Roycroft Site,Family Residence - Roycroft Site,Families,49,50
538,2017-06-01,22,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - TO,Family Residence - TO site (Internal Referral Only),Families,52,20
539,2017-06-01,22,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York Extreme Weather Program,Men,6,19
540,2017-06-01,22,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York Residence Bedded Program,Men,74,74
541,2017-06-01,22,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York SRO Units Program,Men,23,24
543,2017-06-01,22,City of Toronto,Robertson House,291 Sherbourne Street,Toronto,ON,M5A 2R9,Robertson House,Robertson House - MAIN Program,Families,106,90
544,2017-06-01,22,City of Toronto,S2H Assessment and Referral Ctre,67 Adelaide Street East,Toronto,ON,,COTA,Bailey House,Men,2,2
545,2017-06-01,22,City of Toronto,S2H Assessment and Referral Ctre,67 Adelaide Street East,Toronto,ON,,S2H Assessment and Referral Ctre,Streets to Homes Bedded Program,Co-ed,38,40
546,2017-06-01,22,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,O'Neill Housing First-1st Floor,Men,28,28
547,2017-06-01,22,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,O'Neill Housing First-2nd Floor,Men,27,27
548,2017-06-01,22,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Annex/Infirmary Program,Men,77,100
549,2017-06-01,22,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostel Program,Men,240,240
550,2017-06-01,22,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostels Extreme Weather Program,Men,27,42
551,2017-06-01,22,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Long Term Program,Men,92,100
552,2017-06-01,22,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 63 Bellwoods Ave.,Womens' Residence - Bellwoods House,Women,9,10
553,2017-06-01,22,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Women's Residence Extreme Weather Program,Women,12,13
554,2017-06-01,22,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Womens' Residence - Main Program,Women,102,103
555,2017-06-01,22,Cornerstone Place,Cornerstone Place,616 Vaughan Road Toronto,Toronto,ON,M6C 1C2,Cornerstone 616 Vaughan Rd.,Cornerstone Place,Men,50,50
556,2017-06-01,22,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-20 Gerrard St. E.,Covenant House -  Transitional Safe Beds for women,Youth,2,2
557,2017-06-01,22,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-20 Gerrard St. E.,Covenant House Residence,Youth,92,94
558,2017-06-01,22,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-21 McGill Street,Covenant House-Rights of Passage,Youth,27,28
559,2017-06-01,22,Dixon Hall,Dixon Hall - Heyworth House,2714 Danforth Avenue,Toronto,ON,M4C 1L7,Dixon Hall - Heyworth House,Dixon Hall - Extreme Weather Program,Co-ed,9,9
560,2017-06-01,22,Dixon Hall,Dixon Hall - Heyworth House,2714 Danforth Avenue,Toronto,ON,M4C 1L7,Dixon Hall - Heyworth House,Dixon Hall - Heyworth House,Co-ed,74,74
561,2017-06-01,22,Dixon Hall,Dixon Hall - Schoolhouse,349 George Street,Toronto,ON,M5A 2N2,Dixon Hall-School House,Dixon Hall - Schoolhouse,Men,44,44
562,2017-06-01,22,Eva's Initiatives,Eva's Phoenix,60 Brant Street,Toronto,ON,M5V 3G9,Eva's Phoenix,Eva's Phoenix,Youth,50,50
563,2017-06-01,22,Eva's Initiatives,Eva's Place,360 Lesmill Road,North York,ON,M3B 2T5,Eva's Place,Eva's Place,Youth,39,40
564,2017-06-01,22,Eva's Initiatives,Eva's Satellite,25 Canterbury Place,North York,ON,M2N OE3,Eva's Satellite,Eva's Satellite,Youth,30,32
565,2017-06-01,22,Eva's Initiatives,Eva's Satellite,25 Canterbury Place,North York,ON,M2N OE3,Eva's Satellite,Eva's Satellite Extreme Weather Program,Youth,1,1
566,2017-06-01,22,Fife House Foundation,Fife House Transitional Program,"490 Sherbourne Street, 2nd floor",Toronto,ON,M4X 1K9,Fife House - Denison Program,Fife House Denison Program,Co-ed,5,5
